新闻id,时间,内容,risk_score,risk_label,risk_types,primary_risk_type,reason,confidence,summary,gold_source
481,2026-04-16 15:10:12,专家语录 | Errol Musk：Elon Musk 和 Kimbal Musk 持有约 16 亿美元的 Bitcoin Errol Musk 表示，Elon Musk 和 Kimbal Musk 共同持有约 16 亿美元的 Bitcoin。据 NS3 报道，Errol Musk 还透露自己并不持有加密货币，但曾接受 Bitcoin 付款，并认为加密货币在跨境交易中具有实用价值。,8,low,[],无明显风险,新闻仅披露Elon Musk和Kimbal Musk持有约16亿美元比特币，属于个人资产信息，未涉及任何安全事件、监管行动或市场异常，整体无负面风险信号。,0.95,埃罗尔·马斯克透露马斯克兄弟共同持有约16亿美元比特币。,agreement_candidate
482,2026-04-16 15:08:56,加密货币大户在关键平衡区附近准备出售 据CoinDesk报道，宏观驱动的ETF资金流入推动了价格上涨，但CryptoQuant数据显示，大型持有者正在关键平衡区附近准备出售。,0,low,[],无明显风险,新闻反映的是大型持有者的潜在意图，不构成已发生的风险事件。未发生实际的大额转账、巨鲸抛售或行情异常，因此不应标注风险。LLMa将未发生的意图标注为'大额转账 / 巨鲸行为风险'且给分5，属于过度标注；LLMb虽认识到风险较低但仍给出1.5分且未归为'无明显风险'，均不符合事实。故最终裁决为无明显风险，分数0。,0.95,大型持有者在关键平衡区附近准备出售，或引发市场抛压。,human_adjudicated
483,2026-04-16 15:04:01,全球网络犯罪损失额创新高，投资诈骗和加密货币犯罪猖獗 全球网络犯罪损失额突破 208 亿美元历史新高。据 PANews 报道，其中投资诈骗和加密货币相关犯罪最为猖獗。,0,low,[],无明显风险,新闻内容仅为一般性行业报告，没有明确的负面风险事件，因此必须判定为“无明显风险”，分数为0。LLMa虽然正确判断了不构成直接风险，但给出了不符合规范的risk_score=10；LLMb错误地标注了“诈骗/跑路/Rug Pull风险”且给出超范围分数25。两者均未基于事实做出合理标注，故全盘否定。,0.95,全球网络犯罪损失创新高，投资诈骗及加密货币犯罪猖獗。,human_adjudicated
484,2026-04-16 15:03:40,136.6 万枚 HYPE 跨链转移至 HyperCore 并质押 据 BlockBeats 报道，MLM 监测显示，两个钱包地址今日将总计 136.6 万枚 HYPE 从 HyperEVM 跨链转移至 HyperCore。所有 HYPE 均质押于 USDT0 x Luganodes 验证节点。,5,low,[],无明显风险,新闻仅描述两个钱包将136.6万枚HYPE从HyperEVM跨链转移至HyperCore并质押，属于正常的链上资产迁移和质押操作，未涉及攻击、抛售、异常波动或监管事件，风险极低。,0.95,136.6万枚HYPE跨链转移至HyperCore并质押于验证节点。,agreement_candidate
485,2026-04-16 14:55:00,Circle 看好基于人民币的稳定币机会 Circle 表示，基于人民币的稳定币存在巨大机会。据 NS3 报道，Circle 认为人民币稳定币可以在全球市场中发挥重要作用，尤其是在促进跨境交易和提高金融包容性方面。Circle 的这一观点引发了市场对人民币稳定币潜力的关注。,8,low,[],无明显风险,新闻仅表述Circle看好人民币稳定币机会的观点，未涉及任何负面事件、损失或异常风险信号，整体风险极低。,0.95,Circle称人民币稳定币存在巨大机会，可促进跨境交易。,agreement_candidate
486,2026-04-16 14:54:54,Arthur Hayes：BTC需美联储流动性支持，AI引发通缩风险 Arthur Hayes重申当前市场为“无交易区”。据NS3报道，他表示BTC需要足够的美联储流动性才能实现有意义的上涨。Hayes指出，如果当前局势恢复到战前状态，BTC可能会略有反弹，但他警告称，由人工智能驱动的通缩冲击仍是潜在威胁。,8,low,[],无明显风险,新闻仅是Arthur Hayes对BTC市场走势的个人观点，认为需要美联储流动性支持，并提到AI引发通缩风险，但未发生任何实际负面事件，属于普通市场评论，风险极低。,0.95,Arthur Hayes称BTC需美联储流动性才能上涨，AI引发通缩风险。,agreement_candidate
487,2026-04-16 14:33:50,"巨鲸在 Aave V3 上进行大额 ETH 和 USDC 交易 据 BlockBeats 报道，某巨鲸向 Aave V3 存入 3,500 枚 ETH，借入 800 万枚 USDC，以 2,363 美元的价格买入 3,386 枚 ETH，并再次存入 Aave V3。

目前这位巨鲸持有 6,886 枚 ETH。",8,low,[],无明显风险,新闻描述巨鲸在Aave V3上通过存入ETH借入USDC再买入ETH的循环操作进行杠杆做多，属于常见的链上借贷与交易行为，未发现攻击、损失、异常波动或负面事件，整体风险较低。,0.95,"巨鲸在Aave V3循环贷做多ETH，增持至6,886枚。",agreement_candidate
488,2026-04-16 14:30:49,Bitcoin 面临 7.5 万美元附近获利回吐压力 Bitcoin 在 7.5 万美元附近面临日益增加的获利回吐压力。据 NS3 报道，30 日 EMA 实现盈亏指标为 1.16。分析指出，持有者正在趁反弹卖出，Bitcoin 需要吸收卖方供应才能突破 7.81 万美元。,12,low,[],无明显风险,新闻仅描述比特币在7.5万美元附近面临正常的获利回吐压力，属于市场分析和行情动态，未出现攻击、监管、系统故障或流动性危机等负面事件，整体风险较低。,0.95,比特币在7.5万美元附近遭遇获利回吐，需消化卖方压力才能突破7.81万美元。,agreement_candidate
489,2026-04-16 14:30:40,Circle 赞扬 KRWQ 稳定币与 USDC 的整合 Circle 赞扬由 IQ 和 Frax Finance 联合推出的 KRWQ 稳定币，并指出其与 USDC 的整合。据 NS3 报道，Circle 表示，IQ 正在利用 KRWQ 解决离岸韩元不可交割远期市场中的低效问题，并构建更透明的链上外汇结构。,8,low,[],无明显风险,新闻仅报道Circle对KRWQ稳定币整合的正面评价，涉及链上外汇结构优化，未出现任何安全事件、监管风险或市场异常信号。,0.96,Circle赞扬KRWQ稳定币与USDC整合，推动链上外汇透明化。,agreement_candidate
490,2026-04-16 14:21:06,Lido DAO 价格上涨至 10 周高点，网络增长显著 Lido DAO 价格上涨至 10 周高点 $0.39，并在 $0.38 附近交易，24 小时内上涨约 10%。据 NS3 报道，Santiment 表示，该代币在一天内新增了 141 个钱包，这是两个月以来的最高网络增长记录。,5,low,[],无明显风险,新闻仅报道 LDO 价格上涨和网络增长，属于正常市场动态，未出现任何负面事件或风险信号。,0.95,LDO价格达10周高点，新增钱包数创两月新高。,agreement_candidate
491,2026-04-16 14:20:59,AI趋势 | 黄仁勋：中国具备训练Mythos级AI模型的计算能力 Nvidia首席执行官黄仁勋表示，中国已经拥有足够的计算能力来训练Mythos级别的AI模型。据NS3报道，他还指出，中国生产了全球60%的主流芯片。此外，黄仁勋提到，中国有大量未使用的数据中心容量。与此同时，Anthropic和AI安全研究所警告称，Mythos级系统可能被滥用于网络攻击。,5,low,[],无明显风险,新闻内容为Nvidia CEO关于中国AI计算能力的行业观点，未涉及加密货币领域，无明显风险信号。,0.95,黄仁勋称中国具备训练高级AI模型的计算能力,agreement_candidate
492,2026-04-16 14:13:59,Injective 完成 INJ 代币回购，较 3 月增加 4% 据 Token Relations 监测，L1 区块链 Injective 完成本月 INJ 代币回购。据 Foresight News 报道，本次共回购 5.1 万枚 INJ，较 3 月增加约 4%。,5,low,[],无明显风险,新闻仅报道 Injective 完成本月 INJ 代币回购，较上月增加 4%，属于项目方正常代币经济操作，未出现任何负面事件或风险信号。,0.97,Injective 完成 5.1 万枚 INJ 代币回购，较上月增加 4%。,agreement_candidate
493,2026-04-16 14:13:48,亿万富翁Grant Cardone购入500套房产并计划追加购入400枚比特币 房地产投资公司Cardone Capital首席执行官、亿万富翁Grant Cardone于2小时前在X平台发文称：“已购入500套黄金地段房产，并将追加购入400枚比特币。”据 PANews 报道，Cardone的投资策略引发市场关注，尤其是在当前房地产和加密货币市场波动的背景下。,8,low,[],无明显风险,新闻仅描述亿万富翁Grant Cardone宣布购入房产并计划增持比特币，属于个人投资行为，未涉及攻击、监管、脱锚或市场异常等负面风险事件。,0.95,亿万富翁Grant Cardone购入500套房产并计划追加400枚比特币。,agreement_candidate
494,2026-04-16 13:58:55,"专家观点 | Ali Martinez：Bitcoin需守住 7.3 万美元以维持上涨动能 Ali Martinez 表示，Bitcoin 必须守住 73,000 美元，以保持进一步的上涨动能。据 NS3 报道，Martinez 指出，BTC 正在日线图上重测其 100 日简单移动平均线。Martinez 认为，若重测失败，可能形成三重顶，并将 BTC 推向 59,000 美元，而突破 100 日 SMA 则可能支持其升至 80,000–84,000 美元。",8,low,[],无明显风险,新闻为分析师的技术分析观点，讨论BTC关键价格位的可能走势，未涉及实际发生的攻击、损失、监管或异常事件，整体为普通市场评论，无明显负面风险。,0.95,分析师称BTC需守住7.3万美元，否则可能跌至5.9万，突破则上看8-8.4万。,agreement_candidate
495,2026-04-16 13:54:18,"BTC价格面临关键挑战，短期持有者成本线再度测试 目前 BTC 价格正处于第二次挑战1-3个月短期持有者成本线（约75,400 美元）的关键时刻。据 PANews 报道，这一价格水平对市场情绪和投资者行为具有重要影响。",10,low,[],无明显风险,新闻仅描述BTC价格测试短期持有者成本线的技术分析，属于普通市场行情观察，未出现负面事件、损失或异常信号，几乎无风险。,0.95,BTC价格再次测试短期持有者成本线，属于技术分析讨论。,agreement_candidate
496,2026-04-16 13:54:12,SOL Meme 币unc日内涨超210%，市值突破2000万美元 SOL Meme 币unc日内涨幅超过210%，市值突破2000万美元。据Odaily星球日报报道，现报2102万美元。,8,low,[],无明显风险,新闻仅报道了一个SOL链上的Meme币价格日内大幅上涨，未涉及任何安全事件、监管行动、协议漏洞或负面信号，属于普通行情波动，风险较低。,0.95,SOL Meme币unc日内涨超210%，市值突破2000万美元。,agreement_candidate
497,2026-04-16 13:52:28,Blockstream CEO建议比特币进行量子抗性升级 Blockstream CEO在巴黎区块链周上表示，比特币应立即进行量子抗性升级。据CoinDesk报道，此前一天，Jameson Lopp建议冻结易受攻击的币种。,8,low,[],无明显风险,新闻仅描述Blockstream CEO在巴黎区块链周上建议比特币进行量子抗性升级，并提及Jameson Lopp的相关建议，属于行业技术讨论和建议，未发生任何实际攻击、损失或负面事件，整体风险较低。,0.95,Blockstream CEO建议比特币进行量子抗性升级，属行业技术讨论。,agreement_candidate
498,2026-04-16 13:45:56,"Bitcoin价格上涨10%，但在75,000美元附近遇阻 Bitcoin本月上涨10%，但在过去48小时内在75,000美元附近停滞。据CoinDesk报道，分析师认为市场情绪和技术指标显示出阻力。投资者需关注未来走势。",8,low,[],无明显风险,新闻仅报道比特币价格上涨后遇阻，属于正常市场波动，未出现攻击、监管、流动性危机等负面风险事件，整体风险较低。,0.95,比特币价格上涨10%后在75000美元附近遇阻，分析师指出阻力。,agreement_candidate
